Copyright © 2000-2011 The Nielsen Company. All Rights Reserved. Privacy Notice Terms and Conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIENT,CLIENT NAME,PRODUCT,RELEASE NAME,ISCI/AD-ID,DURATION,CNTRY,RANK,DMA,DMA CODE,STATION,STATION NAME,AFFILIATION,DATE AIRED,DAY OF WEEK,DAYPART,AIR START TIME,AIR END TIME,PROGRAM NAME,ENCODE DATE,ENCODE TIME,REL TYPE,IDENTIFIER 1,IDENTIFIER 2,IDENTIFIER 3,SID,DISCID,AUD SOURCE,HH IMP,HH RATING,P2+ IMP,P2+ RATING,WORKING WOM IMP,WORKING WOM RATING,C 2-11 IMP,C 2-11 RATING,C 6-11 IMP,C 6-11 RATING,TEEN IMP,TEEN RATING,M TEEN IMP,M TEEN RATING,F TEEN IMP,F TEEN RATING,W 18+ IMP,W 18+ RATING,W 18-34 IMP,W 18-34 RATING,W 18-49 IMP,W 18-49 RATING,W 25-54 IMP,W 25-54 RATING,W 35+ IMP,W 35+ RATING,W 55+ IMP,W 55+ RATING,M 18+ IMP,M 18+ RATING,M 18-34 IMP,M 18-34 RATING,M 18-49 IMP,M 18-49 RATING,M 25-54 IMP,M 25-54 RATING,M 35+ IMP,M 35+ RATING,M 55+ IMP,M 55+ RATING,A 18+ IMP,A 18+ RATING,A 18-34 IMP,A 18-34 RATING,A 18-49 IMP,A 18-49 RATING,A 25-54 IMP,A 25-54 RATING,A 35+ IMP,A 35+ RATING,A 55+ IMP,A 55+ RATING,$$$
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4265MC4118               ,15,USA,0,                         ,0,ANTV    ,Antenna TV               ,CBL  ,11/29/2018,TH,DT,15:06:19,15:06:33,                                   ,7/9/1978,9:30:17,CML  ,4265,                         ,                         ,1329,29671,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,,15,USA,0,                         ,0,ANTV    ,Antenna TV               ,CBL  ,11/29/2018,TH,EF,16:30:59,16:31:13,                                   ,7/9/1978,9:30:17,CML  ,4265,                         ,                         ,1329,29671,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4265MC4118               ,15,USA,0,                         ,0,ANTV    ,Antenna TV               ,CBL  ,11/29/2018,TH,EF,17:30:54,17:31:08,                                   ,7/9/1978,9:30:18,CML  ,4265,                         ,                         ,1329,29671,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4265MC4118               ,15,USA,0,                         ,0,ANTV    ,Antenna TV               ,CBL  ,11/29/2018,TH,EF,18:02:26,18:02:41,                                   ,7/9/1978,9:30:17,CML  ,4265,                         ,                         ,1329,29671,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4265MC4118               ,15,USA,0,                         ,0,ANTV    ,Antenna TV               ,CBL  ,11/29/2018,TH,EF,19:00:37,19:00:51,                                   ,7/9/1978,9:30:17,CML  ,4265,                         ,                         ,1329,29671,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4271MC4118H              ,15,USA,0,                         ,0,COZ     ,COZI TV                  ,CBL  ,11/29/2018,TH,EF,17:40:57,17:41:12,LITTLE HOUSE ON THE PRAIRIE        ,7/9/1978,9:08:32,CML  ,4271,                         ,                         ,1329,39576,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4271MC4118H              ,15,USA,0,                         ,0,COZ     ,COZI TV                  ,CBL  ,11/29/2018,TH,EF,19:10:48,19:11:04,LITTLE HOUSE ON THE PRAIRIE        ,7/9/1978,9:08:32,CML  ,4271,                         ,                         ,1329,39576,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4271MC4118H              ,15,USA,0,                         ,0,COZ     ,COZI TV                  ,CBL  ,11/29/2018,TH,EF,19:28:05,19:28:19,LITTLE HOUSE ON THE PRAIRIE        ,7/9/1978,9:08:32,CML  ,4271,                         ,                         ,1329,39576,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,0,                         ,0,ESC     ,ESCAPE                   ,CBL  ,11/29/2018,TH,DT,15:07:28,15:07:42,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,42061,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,0,                         ,0,ESC     ,ESCAPE                   ,CBL  ,11/29/2018,TH,DT,15:52:06,15:52:22,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,42061,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,0,                         ,0,ESC     ,ESCAPE                   ,CBL  ,11/29/2018,TH,EF,16:23:38,16:23:54,CORRUPT CRIMES                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,42061,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,0,                         ,0,ESC     ,ESCAPE                   ,CBL  ,11/29/2018,TH,EF,18:36:11,18:36:26,CORRUPT CRIMES                     ,7/9/1978,9:23:33,CML  ,4260,                         ,                         ,1329,42061,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4286MC4118H              ,15,USA,0,                         ,0,HI      ,HEROES & ICONS           ,CBL  ,11/29/2018,TH,EF,17:55:06,17:55:20,MONK                               ,7/9/1978,9:37:02,CML  ,4286,                         ,                         ,1329,45844,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4286MC4118H              ,15,USA,0,                         ,0,HI      ,HEROES & ICONS           ,CBL  ,11/29/2018,TH,EF,18:30:56,18:31:10,MONK                               ,7/9/1978,9:37:02,CML  ,4286,                         ,                         ,1329,45844,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,DT,15:04:24,15:04:38,THE DREW CAREY SHOW                ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,DT,15:43:55,15:44:09,THE DREW CAREY SHOW                ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,EF,16:18:14,16:18:30,THE DREW CAREY SHOW                ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,EF,17:02:26,17:02:40,3RD ROCK FROM THE SUN              ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,EF,18:27:54,18:28:08,3RD ROCK FROM THE SUN              ,7/9/1978,9:20:33,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,EF,19:43:35,19:43:49,THAT '70S SHOW                     ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4259MC4118H              ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,11/29/2018,TH,EF,19:57:05,19:57:21,THAT '70S SHOW                     ,7/9/1978,9:20:32,CML  ,4259,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4286MC4118H              ,15,USA,0,                         ,0,MET     ,Me TV                    ,CBL  ,11/29/2018,TH,EF,19:42:14,19:42:28,M*A*S*H                            ,7/9/1978,9:37:03,CML  ,,                         ,                         ,1329,32564,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EFTY    ,WFTY-DT 67.5             ,IND  ,11/29/2018,TH,DT,15:07:36,15:07:50,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,,                         ,                         ,1329,39887,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EFTY    ,,IND  ,11/29/2018,TH,DT,,15:52:30,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,,                         ,                         ,1329,39887,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EFTY    ,,IND  ,11/29/2018,TH,EF,16:23:46,16:24:02,CORRUPT CRIMES                     ,7/9/1978,9:23:32,CML  ,,                         ,                         ,1329,39887,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EFTY    ,,IND  ,11/29/2018,TH,EF,18:36:19,18:36:34,CORRUPT CRIMES                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,39887,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EJLP    ,WJLP 33.4                ,IND  ,11/29/2018,TH,DT,15:07:33,15:07:46,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,43791,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,5 Lineup Fooper                    ,4260MC4118H              ,15,USA,1,NEW YORK                 ,501,EJLP    ,WJLP 33.4                ,IND  ,11/29/2018,TH,DT,15:52:12,15:52:27,AMERICAN GREED                     ,7/9/1978,9:23:32,CML  ,4260,                         ,                         ,1329,43791,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
